tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres
tt0078465,movie,Winterborn,Vinterbørn,0,1978,100,Drama
tt0078466,movie,The Dawn Rapists,Los violadores del amanecer,0,1978,92,"Crime,Drama,Thriller"
tt0078467,movie,Violette,Violette Nozière,0,1978,124,"Crime,Drama,Thriller"
tt0078468,movie,El virgo de Visanteta,El virgo de Visanteta,0,1979,95,Comedy
tt0078470,movie,Qian Long xia Yangzhou,Qian Long xia Yangzhou,0,1978,94,Drama
tt0078471,movie,Winter Sleep,Les vrais perdants,0,1978,92,Documentary
tt0078472,movie,Madness: The Whole Life Is Madness,"Wahnsinn, das ganze Leben ist Wahnsinn",0,1978,88,\N
tt0078474,movie,Warlords of the Deep,Warlords of Atlantis,0,1978,96,"Adventure,Fantasy,Sci-Fi"
tt0078475,movie,"This Is Love, Isn't It",Was heißt'n hier Liebe?,0,1978,133,\N
tt0078477,movie,The Water Babies,The Water Babies,0,1978,94,"Adventure,Animation,Family"
tt0078480,movie,Watership Down,Watership Down,0,1978,91,"Adventure,Animation,Drama"
tt0078481,movie,A Wedding,A Wedding,0,1978,125,"Comedy,Drama"
tt0078482,movie,Weekend of Shadows,Weekend of Shadows,0,1978,95,"Crime,Drama"
tt0078483,movie,Wesela nie bedzie,Wesela nie bedzie,0,1978,85,Drama
tt0078484,movie,What's Up Superdoc!,What's Up Superdoc!,0,1978,89,Comedy
tt0078487,movie,Where's Willie?,Where's Willie?,0,1978,97,"Comedy,Family,Sci-Fi"
tt0078488,movie,Who Is Killing the Great Chefs of Europe?,Who Is Killing the Great Chefs of Europe?,0,1978,112,"Comedy,Crime,Mystery"
tt0078490,movie,Who'll Stop the Rain,Who'll Stop the Rain,0,1978,126,"Action,Crime,Drama"
tt0078492,movie,The Wild Geese,The Wild Geese,0,1978,134,"Action,Adventure,Drama"
tt0078495,movie,Metamorphoses,Metamorphoses,0,1978,80,"Animation,Fantasy"
tt0078497,movie,Winterspelt 1944,Winterspelt 1944,0,1978,110,\N
tt0078499,movie,Das Wirtshaus der sündigen Töchter,Das Wirtshaus der sündigen Töchter,0,1978,86,Comedy
tt0078501,movie,With Babies and Banners: Story of the Women's Emergency Brigade,With Babies and Banners: Story of the Women's Emergency Brigade,0,1979,45,Documentary
tt0078504,movie,The Wiz,The Wiz,0,1978,134,"Adventure,Family,Fantasy"
tt0078505,movie,Wlasnie o milosci,Wlasnie o milosci,0,1978,57,Drama
tt0078506,movie,Wochenendflug,Wochenendflug,0,1978,59,\N
tt0078507,movie,Wodzirej,Wodzirej,0,1978,104,Drama
tt0078508,movie,Wolf Lake,Wolf Lake,0,1979,88,"Drama,Thriller"
tt0078511,movie,Wszyscy i nikt,Wszyscy i nikt,0,1978,83,"Action,Drama,War"
tt0078512,movie,Xica,Xica da Silva,0,1976,107,"Drama,Romance"
tt0078513,movie,Yagyu Clan Conspiracy,Yagyû ichizoku no inbô,0,1978,130,"Action,Adventure,Drama"
tt0078514,movie,"Yaroslavna, koroleva Frantsii","Yaroslavna, koroleva Frantsii",0,1979,98,"Adventure,History"
tt0078515,movie,Yesterday's Tomorrow,Zwischengleis,0,1978,109,Drama
tt0078517,movie,Warriors Two,Zan xian sheng yu zhao qian Hua,0,1978,95,"Action,Comedy,Drama"
tt0078518,movie,The Scent of Earth,Miris zemlje,0,1978,79,Drama
tt0078519,movie,Zapowiedz ciszy,Zapowiedz ciszy,0,1980,98,Drama
tt0078520,movie,Zaproszenie do wnetrza,Zaproszenie do wnetrza,0,1978,55,"Biography,Documentary"
tt0078521,movie,Zavyalovskiye chudiki,Zavyalovskiye chudiki,0,1978,70,Comedy
tt0078522,movie,Zero to Sixty,Zero to Sixty,0,1978,101,Comedy
tt0078523,movie,Love of the White Snake,Zhen bai she zhuan,0,1978,96,"Drama,Fantasy"
tt0078524,movie,Zhivite v radosti,Zhivite v radosti,0,1979,76,Comedy
tt0078525,movie,Zhui gan pao tiao peng,Zhui gan pao tiao peng,0,1978,100,Comedy
tt0078527,movie,Loggerheads,"Zio Adolfo, in arte Führer",0,1978,94,Comedy
tt0078528,movie,La zizanie,La zizanie,0,1978,97,Comedy
tt0078529,movie,Znaki zodiaku,Znaki zodiaku,0,1978,83,"Drama,Romance"
tt0078530,movie,Zoo zéro,Zoo zéro,0,1979,101,"Drama,Sci-Fi"
tt0078532,movie,Huso astgh,Huso astgh,0,1978,159,"Drama,History,War"
tt0078533,movie,Zwei Betten in der hohen Tatra,Zwei Betten in der hohen Tatra,0,1978,81,Comedy
tt0078534,movie,Zwei Kumpel in Tirol,Zwei Kumpel in Tirol,0,1978,79,Comedy
tt0078535,movie,Zwei tolle Käfer räumen auf,Zwei tolle Käfer räumen auf,0,1979,92,Comedy
tt0078536,movie,The Second Awakening of Christa Klages,Das zweite Erwachen der Christa Klages,0,1978,92,Drama
tt0078539,movie,Between Two Wars,Zwischen zwei Kriegen,0,1978,83,History
tt0078542,movie,"Zünd an, es kommt die Feuerwehr","Zünd an, es kommt die Feuerwehr",0,1978,95,Comedy
tt0078543,movie,"But Aren't You Ever Going to Change, Margarita?","¿Pero no vas a cambiar nunca, Margarita?",0,1978,86,Comedy
tt0078544,movie,¿Qué hace una chica como tú en un sitio como éste?,¿Qué hace una chica como tú en un sitio como éste?,0,1978,85,"Comedy,Drama"
tt0078545,movie,Ángel del silencio,Ángel del silencio,0,1979,85,"Action,Drama"
tt0078546,movie,"Ángela Morante, ¿crimen o suicidio?","Ángela Morante, ¿crimen o suicidio?",0,1981,98,"Drama,Mystery"
tt0078547,movie,Áramütés,Áramütés,0,1979,105,Drama
tt0078548,movie,Éclair au chocolat,Éclair au chocolat,0,1979,107,"Drama,Romance"
tt0078549,movie,See Here My Love,Écoute voir...,0,1978,124,"Mystery,Sci-Fi,Thriller"
tt0078550,movie,L'état sauvage,L'état sauvage,0,1978,115,Drama
tt0078552,movie,Intre oglinzi paralele,Intre oglinzi paralele,0,1978,94,Drama
tt0078553,movie,El último pecado de la burguesía,El último pecado de la burguesía,0,1978,92,"Drama,Romance"
tt0078555,movie,The Border Crossing,Der Übergang,0,1978,97,Drama
tt0078617,movie,It Can Only Get Worse,Der Durchdreher,0,1979,95,Comedy
tt0078718,movie,And Justice for All,...and justice for all.,0,1979,119,"Crime,Drama,Thriller"
tt0078719,movie,...als Diesel geboren,...als Diesel geboren,0,1979,122,Documentary
tt0078720,movie,1+1=3,1+1=3,0,1979,85,Comedy
tt0078721,movie,10,10,0,1979,122,"Comedy,Romance"
tt0078723,movie,1941,1941,0,1979,118,"Action,Comedy,War"
tt0078724,movie,22 June 1897,22 June 1897,0,1979,121,"Drama,History"
tt0078727,movie,800 Fantasy Lane,800 Fantasy Lane,1,1979,77,"Adult,Comedy"
tt0078728,movie,Hollywood 90028,Hollywood 90028,0,1973,90,"Drama,Horror"
tt0078729,movie,And I'll Run to the Ends of the Earth,A pobezim az na kraj sveta,0,1979,74,"Drama,Family"
tt0078730,movie,The Abandoned Field: Free Fire Zone,Cánh dong hoang,0,1979,90,"Drama,War"
tt0078732,movie,Action,Action,0,1980,121,Drama
tt0078733,movie,Adolescentes au pensionnat,Adolescentes au pensionnat,1,1981,83,Adult
tt0078736,movie,Agatha,Agatha,0,1979,105,"Drama,Mystery,Thriller"
tt0078737,movie,Oh! The Nomugi Pass,Ah! Nomugi toge,0,1979,154,"Drama,History"
tt0078738,movie,Ahinsa,Ahinsa,0,1979,103,"Action,Drama"
tt0078739,movie,Ahsaas,Ahsaas,0,1979,144,"Drama,Romance"
tt0078740,movie,The Concorde... Airport '79,The Concorde... Airport '79,0,1979,113,"Action,Drama,Thriller"
tt0078741,movie,Ajándék ez a nap,Ajándék ez a nap,0,1979,83,Drama
tt0078742,movie,The Woman with Red Hair,Akai kami no onna,0,1979,73,"Comedy,Drama"
tt0078746,movie,L'albero della maldicenza,L'albero della maldicenza,0,1979,93,Drama
tt0078747,movie,"Alejandra, mon amour","Alejandra, mon amour",0,1979,90,"Comedy,Musical"
tt0078748,movie,Alien,Alien,0,1979,117,"Horror,Sci-Fi"
tt0078749,movie,Alien 2: On Earth,Alien 2 - Sulla Terra,0,1980,92,"Adventure,Horror,Sci-Fi"
tt0078751,movie,Alison's Birthday,Alison's Birthday,0,1981,99,"Horror,Mystery"
tt0078752,movie,Aliw,Aliw,0,1979,115,Drama
tt0078754,movie,All That Jazz,All That Jazz,0,1979,123,"Drama,Music,Musical"
tt0078757,movie,An Almost Perfect Affair,An Almost Perfect Affair,0,1979,93,"Comedy,Romance"
tt0078759,movie,Os Amantes da Chuva,Os Amantes da Chuva,0,1979,106,Drama
tt0078760,movie,Cindy's Love Games,Amanti miei,0,1979,86,"Comedy,Drama"
tt0078763,movie,Camera Buff,Amator,0,1979,112,"Comedy,Drama,Romance"
tt0078765,movie,The American Success Company,The American Success Company,0,1980,91,"Comedy,Drama"
tt0078766,movie,Americathon,Americathon,0,1979,86,Comedy
tt0078767,movie,The Amityville Horror,The Amityville Horror,0,1979,117,Horror
tt0078768,movie,Amor Bandido,Amor Bandido,0,1979,95,Drama
tt0078769,movie,"Amor, palavra prostituta","Amor, palavra prostituta",0,1982,92,Drama
tt0078770,movie,Amori miei,Amori miei,0,1978,100,"Comedy,Romance"
tt0078771,movie,Love on the Run,L'amour en fuite,0,1979,94,"Comedy,Drama,Romance"
tt0078772,movie,The Fang in the Hole,Ana no kiba,0,1979,46,"Drama,Mystery"
tt0078777,movie,"Andy, bloed en blond haar","Andy, bloed en blond haar",0,1979,90,Drama
tt0078778,movie,Angels' Brigade,Angels' Brigade,0,1979,97,"Action,Comedy"
tt0078780,movie,Animalympics,Animalympics,0,1980,78,"Animation,Comedy,Family"
tt0078782,movie,"Annapurna, premier 8000 à ski","Annapurna, premier 8000 à ski",0,1979,90,\N
tt0078783,movie,Gli anni struggenti,Gli anni struggenti,0,1979,90,\N
tt0078784,movie,A Respectable Life,Ett anständigt liv,0,1979,102,Documentary
tt0078785,movie,Anthracite,Anthracite,0,1980,90,Drama
tt0078788,movie,Apocalypse Now,Apocalypse Now,0,1979,147,"Drama,Mystery,War"
tt0078789,movie,Apostasy,Apostasy,0,1979,90,Drama
tt0078790,movie,The Apple Dumpling Gang Rides Again,The Apple Dumpling Gang Rides Again,0,1979,88,"Comedy,Family,Western"
tt0078791,movie,Aquella casa en las afueras,Aquella casa en las afueras,0,1980,95,"Horror,Thriller"
tt0078792,movie,Arabian Adventure,Arabian Adventure,0,1979,98,"Adventure,Fantasy"
tt0078793,movie,Arabian Nights,Arabische Nächte,0,1979,91,Comedy
tt0078794,movie,Army of Lovers or Revolt of the Perverts,Armee der Liebenden oder Revolte der Perversen,0,1979,107,Documentary
tt0078796,movie,Heart Break,L'arrache-coeur,0,1979,92,Drama
tt0078797,movie,Arrebato,Arrebato,0,1979,115,"Drama,Fantasy,Horror"
tt0078799,movie,"Artista, dolarii si Ardelenii","Artista, dolarii si Ardelenii",0,1978,97,Western
tt0078800,movie,Next of Kin,Arven,0,1979,95,Drama
tt0078801,movie,Ashanti,Ashanti,0,1979,118,"Action,Adventure,Drama"
tt0078802,movie,Assassination on the Tiber,Assassinio sul Tevere,0,1979,96,"Comedy,Crime,Drama"
tt0078805,movie,Outrage,Attentatet,0,1980,75,Thriller
tt0078806,movie,The Attic,The Attic,0,1980,101,"Horror,Thriller"
tt0078808,movie,Au revoir à lundi,Au revoir à lundi,0,1979,117,Drama
tt0078809,movie,Aufwind,Aufwind,0,1979,90,Drama
tt0078811,movie,Autumn Born,Autumn Born,0,1979,74,Drama
tt0078812,movie,Avalanche Express,Avalanche Express,0,1979,88,"Action,Thriller"
tt0078813,movie,The Miser,L'avare,0,1980,125,Comedy
tt0078816,movie,Babäk,Babäk,0,1979,137,Drama
tt0078818,movie,Babushkin vnuk,Babushkin vnuk,0,1979,82,Family
tt0078819,movie,Baby Love,Baby Love,0,1979,80,Comedy
tt0078820,movie,Baby Snakes,Baby Snakes,0,1979,166,"Comedy,Documentary,Music"
tt0078821,movie,Babylon Pink,Babylon Pink,1,1979,77,"Adult,Comedy,Drama"
tt0078822,movie,Bacanal en directo,Bacanal en directo,0,1979,79,"Comedy,Drama"
tt0078823,movie,Rosszemberek,Rosszemberek,0,1979,90,"Drama,Western"
tt0078824,movie,Bad Penny,Bad Penny,1,1978,79,"Adult,Comedy"
tt0078825,movie,Bai cu shi fu kou cu tou,Bai cu shi fu kou cu tou,0,1979,89,"Action,Comedy"
tt0078828,movie,Barnförbjudet,Barnförbjudet,0,1979,82,"Comedy,Drama,Fantasy"
tt0078830,movie,"Bastien, Bastienne","Bastien, Bastienne",0,1979,105,Drama
tt0078831,movie,The Battle of Chile: Part III,La batalla de Chile: La lucha de un pueblo sin armas - Tercera parte: El poder popular,0,1979,80,"Documentary,History"
tt0078832,movie,Partizanska eskadrila,Partizanska eskadrila,0,1979,130,"Drama,History,War"
tt0078833,movie,The Lion Carpenter,Der Baulöwe,0,1980,93,Comedy
tt0078834,movie,Beach House,Beach House,0,1982,76,Comedy
tt0078836,movie,Bear Island,Bear Island,0,1979,118,"Action,Adventure,Mystery"
tt0078837,movie,Beauty Becomes the Beast,Beauty Becomes the Beast,0,1979,45,\N
tt0078840,movie,Josephine,Die Beichte der Josefine Mutzenbacher,1,1978,94,Adult
tt0078841,movie,Being There,Being There,0,1979,130,"Comedy,Drama"
tt0078842,movie,Békeidö,Békeidö,0,1980,105,Drama
tt0078843,movie,The Bell Jar,The Bell Jar,0,1979,107,"Biography,Drama"
tt0078844,movie,Fine Manners,Les belles manières,0,1978,86,Drama
tt0078845,movie,O Bem Dotado - O Homem de Itu,O Bem Dotado - O Homem de Itu,0,1978,104,Comedy
tt0078846,movie,Beneath the Valley of the Ultra-Vixens,Beneath the Valley of the Ultra-Vixens,0,1979,93,Comedy
tt0078848,movie,Bersaglio altezza uomo,Bersaglio altezza uomo,0,1978,89,"Action,Crime,Thriller"
tt0078849,movie,Description of an Island,Beschreibung einer Insel,0,1979,192,\N
tt0078850,movie,Best Boy,Best Boy,0,1979,111,"Biography,Documentary"
tt0078853,movie,Carnapping,"Car-Napping - Bestellt, geklaut, geliefert",0,1980,89,"Comedy,Crime"
tt0078854,movie,Bestia,Bestia,0,1979,105,Drama
tt0078856,movie,Beyond the Poseidon Adventure,Beyond the Poseidon Adventure,0,1979,114,"Action,Adventure"
tt0078857,movie,Without Anesthesia,Bez znieczulenia,0,1978,131,Drama
tt0078858,movie,Bezotvetnaya lyubov,Bezotvetnaya lyubov,0,1980,92,Drama
tt0078859,movie,The White Mazurka,Bialy mazur,0,1979,153,"Biography,Drama,History"
tt0078860,movie,Bietul Ioanide,Bietul Ioanide,0,1979,135,Drama
tt0078861,movie,Ticket of No Return,Bildnis einer Trinkerin,0,1979,108,Drama
tt0078864,movie,Billy in the Lowlands,Billy in the Lowlands,0,1979,88,Drama
tt0078865,movie,Birth of the Beatles,Birth of the Beatles,0,1979,104,"Biography,Drama,Music"
tt0078866,movie,Until Death Do Us Part,Bis daß der Tod euch scheidet,0,1979,96,"Drama,Romance"
tt0078867,movie,The Bitch,The Bitch,0,1979,89,"Drama,Romance,Thriller"
tt0078868,movie,Confidence,Bizalom,0,1980,105,Drama
tt0078869,movie,The Black Hole,The Black Hole,0,1979,98,"Action,Sci-Fi"
tt0078870,movie,Black Jack,Black Jack,0,1979,110,"Adventure,Comedy"
tt0078871,movie,The Queen of Black Magic,Ratu ilmu hitam,0,1981,90,"Drama,Horror"
tt0078872,movie,The Black Stallion,The Black Stallion,0,1979,118,"Adventure,Family,Sport"
tt0078873,movie,Blank Generation,Blank Generation,0,1980,79,"Drama,Music"
tt0078874,movie,Blue Bird,Blauvogel,0,1979,96,"Adventure,Drama,Family"
tt0078875,movie,The Tin Drum,Die Blechtrommel,0,1979,142,"Drama,War"
tt0078876,movie,"Ion: Blestemul pamîntului, blestemul iubirii","Ion: Blestemul pamîntului, blestemul iubirii",0,1980,205,"Drama,History"
tt0078877,movie,Blood Treasury Fight,Xue rou mo fang,0,1979,90,"Action,Drama"
tt0078878,movie,Bloodbrothers,Bloodbrothers,0,1978,116,Drama
tt0078879,movie,Bloodline,Bloodline,0,1979,116,"Crime,Drama,Mystery"
tt0078880,movie,Bloodrage,Bloodrage,0,1980,78,"Crime,Horror,Thriller"
tt0078884,movie,Odd Couple,Bo ming dan dao duo ming qiang,0,1979,97,"Action,Adventure"
tt0078886,movie,Boardwalk,Boardwalk,0,1979,98,Drama
tt0078889,movie,Bobo Jacco,Bobo Jacco,0,1979,90,\N
tt0078890,movie,La boda del señor cura,La boda del señor cura,0,1979,102,Drama
tt0078891,movie,Bodas de papel,Bodas de papel,0,1979,95,"Comedy,Romance"
tt0078892,movie,"Bolívar, a Tropical Symphony","Bolívar, sinfonía tropikal",0,1982,75,"Biography,Drama"
tt0078893,movie,Dead End,Bon Bast,0,1977,95,"Drama,Mystery,Romance"
tt0078894,movie,Les bons débarras,Les bons débarras,0,1980,120,Drama
tt0078895,movie,Border Cop,The Border,0,1980,87,"Drama,Thriller"
tt0078897,movie,Bosko Buha,Bosko Buha,0,1978,124,"Biography,Drama,War"
tt0078898,movie,Boulevard Nights,Boulevard Nights,0,1979,102,"Crime,Drama"
tt0078901,movie,Bravo! Bravo!,Bravo! Bravo!,0,1979,49,Documentary
tt0078902,movie,Breaking Away,Breaking Away,0,1979,101,"Comedy,Drama,Sport"
tt0078905,movie,Marrakesh Cult,Brigade mondaine: La secte de Marrakech,0,1979,90,Crime
tt0078906,movie,Brontosaurus,Brontosaurus,0,1980,71,Family
tt0078907,movie,French Fried Vacation 2,Les bronzés font du ski,0,1979,90,Comedy
tt0078908,movie,The Brood,The Brood,0,1979,92,"Horror,Sci-Fi"
tt0078909,movie,Bread and Stones,Brot und Steine,0,1979,99,Drama
tt0078910,movie,Little Superman,Sheng long huo hu xiao ying xiong,0,1974,101,"Action,Drama"
tt0078911,movie,Super Hero,Bruce the Super Hero,0,1979,88,"Action,Drama"
tt0078912,movie,Dynamo,Bu ze shou duan,0,1978,81,"Action,Drama"
tt0078913,movie,Buffet Froid,Buffet Froid,0,1979,89,"Comedy,Crime,Thriller"
tt0078915,movie,The Bugs Bunny/Road-Runner Movie,The Bugs Bunny/Road Runner Movie,0,1979,98,"Animation,Comedy,Family"
tt0078916,movie,Beyond the Darkness,Buio Omega,0,1979,94,Horror
tt0078917,movie,Good News,Buone notizie,0,1979,106,"Comedy,Drama"
tt0078918,movie,The Bushido Blade,The Bushido Blade,0,1981,104,"Action,Drama,History"
tt0078919,movie,Butch and Sundance: The Early Days,Butch and Sundance: The Early Days,0,1979,115,"Comedy,Western"
tt0078920,movie,Barbara,Barbara,0,1980,136,Drama
tt0078921,movie,Dumb But Disciplined,"Bête, mais discipliné",0,1979,95,Comedy
tt0078923,movie,"It's Not Me, It's Him","C'est pas moi, c'est lui",0,1980,105,Comedy
tt0078924,movie,C.H.O.M.P.S.,C.H.O.M.P.S.,0,1979,89,"Comedy,Family,Sci-Fi"
tt0078925,movie,The Shark Hunter,Il cacciatore di squali,0,1979,97,Adventure
tt0078926,movie,The Good Thief,Il ladrone,0,1980,108,Comedy
tt0078928,movie,California Dreaming,California Dreaming,0,1979,92,"Comedy,Drama,Romance"
tt0078929,movie,Cameriera senza... malizia,Cameriera senza... malizia,1,1980,103,Adult
tt0078930,movie,The Traveller,El caminante,0,1979,89,Horror
tt0078931,movie,El camino dorado,El camino dorado,0,1979,105,\N
tt0078932,movie,La campanada,La campanada,0,1980,95,Drama
tt0078934,movie,Caniche,Caniche,0,1979,90,"Comedy,Drama,Mystery"
tt0078935,movie,Cannibal Holocaust,Cannibal Holocaust,0,1980,95,"Adventure,Horror"
tt0078936,movie,White Cannibal Queen,Mondo cannibale,0,1980,90,Horror
tt0078939,movie,Captain Lust,Captain Lust,1,1977,80,"Adult,Adventure,Comedy"
tt0078940,movie,"Cariño mío, ¿qué me has hecho?","Cariño mío, ¿qué me has hecho?",0,1979,92,"Comedy,Drama"
tt0078941,movie,Carlos el terrorista,Carlos el terrorista,0,1980,97,"Action,Crime,Drama"
tt0078942,movie,Dear Father,Caro papà,0,1979,105,Drama
tt0078944,movie,Carte postale sur Port-Gentil,Carte postale sur Port-Gentil,0,1979,60,Documentary
tt0078946,movie,Cathy's Child,Cathy's Child,0,1979,90,Drama
tt0078947,movie,Cause toujours... tu m'intéresses!,Cause toujours... tu m'intéresses!,0,1979,97,"Comedy,Drama"
tt0078948,movie,Dark Sun,Temné slunce,0,1980,135,"Crime,Drama,Sci-Fi"
tt0078949,movie,Cha-Cha,Cha-Cha,0,1979,99,"Comedy,Music"
tt0078950,movie,The Champ,The Champ,0,1979,121,"Drama,Sport"
tt0078952,movie,Chapter Two,Chapter Two,0,1979,124,"Comedy,Drama,Romance"
tt0078953,movie,Charge of the Model T's,Charge of the Model T's,0,1977,90,Comedy
tt0078954,movie,Charles and Lucie,Charles et Lucie,0,1979,95,"Comedy,Drama,Romance"
tt0078957,movie,Charlotte Löwensköld,Charlotte Löwensköld,0,1979,124,Drama
tt0078958,movie,Charly & Steffen,Charly & Steffen,0,1979,83,"Drama,Music"
tt0078959,movie,Chcialbym sie zgubic...,Chcialbym sie zgubic...,0,1979,90,"Drama,Family"
tt0078960,movie,The Great American Girl Robbery,The Great American Girl Robbery,0,1979,87,"Adventure,Crime,Sport"
tt0078961,movie,Cheriyachante Kroora Krithyangal,Cheriyachante Kroora Krithyangal,0,1979,107,\N
tt0078962,movie,The Horse of Pride,Le cheval d'orgueil,0,1980,120,Drama
tt0078963,movie,Seeking Asylum,Chiedo asilo,0,1979,110,"Comedy,Drama"
tt0078964,movie,Code for the Boss: Sorty No. 5,Chiffriert an Chef - Ausfall Nr. 5,0,1979,96,Thriller
tt0078966,movie,The China Syndrome,The China Syndrome,0,1979,122,"Drama,Thriller"
tt0078969,movie,Stroke of Death,Chu long ma liu,0,1979,93,"Action,Drama"
tt0078971,movie,Cicciolina amore mio,Cicciolina amore mio,0,1979,85,Comedy
tt0078972,movie,Ciganos,Ciganos,0,1979,53,Documentary
tt0078973,movie,Cinco tenedores,Cinco tenedores,0,1980,90,Comedy
tt0078974,movie,Cinematógrafo 1900,Cinematógrafo 1900,0,1979,99,"Biography,Documentary"
tt0078975,movie,Circle of Iron,Circle of Iron,0,1978,102,"Action,Adventure,Fantasy"
tt0078976,movie,City on Fire,City on Fire,0,1979,106,"Action,Drama"
tt0078978,movie,Womanlight,Clair de femme,0,1979,98,Drama
tt0078979,movie,Clipa,Clipa,0,1979,138,Drama
tt0078980,movie,Cocaine Cowboys,Cocaine Cowboys,0,1979,87,"Crime,Drama"
tt0078981,movie,Gros câlin,Gros câlin,0,1979,95,Comedy
tt0078982,movie,"Cola, Candy, Chocolate","Cola, Candy, Chocolate",0,1979,82,"Comedy,Romance"
tt0078983,movie,Colargol i cudowna walizka,Colargol i cudowna walizka,0,1980,75,"Animation,Family"
tt0078986,movie,Deadly Chase,Il commissario Verrazzano,0,1978,90,"Crime,Drama"
tt0078987,movie,"Companys, procés a Catalunya","Companys, procés a Catalunya",0,1979,125,"Biography,Drama,History"
tt0078988,movie,Travelling Companion,Compañero de viaje,0,1979,109,\N
tt0078989,movie,Concorde Affaire '79,Concorde Affaire '79,0,1979,96,"Action,Crime,Thriller"
tt0078991,movie,Confessions from the David Galaxy Affair,Confessions from the David Galaxy Affair,0,1979,97,Comedy
tt0078994,movie,El consenso,El consenso,0,1980,89,Comedy
tt0078995,movie,I contrabbandieri di Santa Lucia,I contrabbandieri di Santa Lucia,0,1979,94,"Crime,Drama,Thriller"
tt0078998,movie,Heart of the Forest,El corazón del bosque,0,1979,100,Drama
tt0079001,movie,Il corpo della ragassa,Il corpo della ragassa,0,1979,95,"Comedy,Drama"
tt0079002,movie,Hothead,Coup de tête,0,1979,89,"Comedy,Drama,Sport"
tt0079003,movie,Courage fuyons,Courage fuyons,0,1979,100,"Comedy,Romance"
tt0079004,movie,Cózes ty za pani...,Cózes ty za pani...,0,1979,79,"History,Romance,War"
tt0079006,movie,Crazy Guy with Super Kung Fu,Yu tou dai lao ben tu di,0,1978,75,"Action,Comedy"
tt0079007,movie,The Cuenca Crime,El crimen de Cuenca,0,1980,88,"Drama,History"
tt0079010,movie,Christ Stopped at Eboli,Cristo si è fermato a Eboli,0,1979,150,Drama
tt0079011,movie,Crocodile Fangs,Agowa gongpo,0,1978,100,Horror
tt0079013,movie,Cuba,Cuba,0,1979,122,"Adventure,Romance,Thriller"
tt0079014,movie,Cuentos eróticos,Cuentos eróticos,0,1980,99,"Comedy,Drama,Romance"
tt0079015,movie,Cuentos para una escapada,Cuentos para una escapada,0,1981,78,Drama
tt0079016,movie,Catalan Cuckold,Salut i força al canut,0,1979,100,Comedy
tt0079017,movie,The Semester We Loved Kim Novak,El curso en que amamos a Kim Novak,0,1980,86,"Comedy,Drama"
tt0079018,movie,Cycle Vixens,Cycle Vixens,0,1978,82,"Action,Drama"
tt0079019,movie,From Hell to Victory,Contro 4 bandiere,0,1979,103,"Drama,War"
tt0079020,movie,Que Viva Mexico,¡Que viva México! Da zdravstvuyet Meksika!,0,1979,90,"Documentary,Drama,Western"
tt0079021,movie,Dachnaya poezdka serzhanta Tsybuli,Dachnaya poezdka serzhanta Tsybuli,0,1979,77,"Comedy,War"
tt0079023,movie,From the Cloud to the Resistance,Dalla nube alla resistenza,0,1979,104,Drama
tt0079026,movie,Danse mon amour,Danse mon amour,0,1979,90,\N
tt0079027,movie,The Dark,The Dark,0,1979,92,"Horror,Sci-Fi,Thriller"
tt0079028,movie,David,David,0,1979,125,"Drama,War"
tt0079029,movie,Dawn!,Dawn!,0,1979,109,"Biography,Drama,Sport"
tt0079030,movie,The Day It Came to Earth,The Day It Came to Earth,0,1977,88,"Horror,Sci-Fi"
tt0079031,movie,Day of the Assassin,Day of the Assassin,0,1979,94,"Action,Adventure,Drama"
tt0079032,movie,Of Great Events and Ordinary People,De grands événements et des gens ordinaires,0,1979,65,Documentary
tt0079035,movie,Death Duel of Kung Fu,He xing dao shou tang lang tui,0,1979,86,"Action,Drama"
tt0079037,movie,Dedicato al mare Egeo,Dedicato al mare Egeo,0,1979,109,"Drama,Romance"
tt0079039,movie,Delirium,Delirium,0,1979,88,"Action,Horror,Thriller"
tt0079040,movie,Demain un jour nouveau,Demain un jour nouveau,0,1979,90,\N
tt0079041,movie,Demon Pond,Yashagaike,0,1979,123,"Fantasy,Romance"
tt0079043,movie,The Magnificent Ruffians,Mai ming xiao zi,0,1979,82,"Action,Drama"
tt0079046,movie,O Diabo Desceu à Vila,O Diabo Desceu à Vila,0,1979,107,Comedy
tt0079047,movie,Diagnóza smrti,Diagnóza smrti,0,1979,86,Crime
tt0079048,movie,Cops and Robbers,Dian zhi bing bing,0,1979,91,"Crime,Drama"
tt0079051,movie,The Butterfly Murders,Dip bin,0,1979,88,"Action,Horror,Mystery"
tt0079053,movie,Dimboola,Dimboola,0,1979,94,"Comedy,Drama"
tt0079054,movie,To Forget Venice,Dimenticare Venezia,0,1979,110,Drama
tt0079055,movie,Dirt,Dirt,0,1979,95,"Documentary,Sport"
tt0079057,movie,Disco Fever,Disco Fieber,0,1979,84,"Comedy,Music"
tt0079058,movie,The Divine Nymph,Divina creatura,0,1975,115,Drama
tt0079059,movie,Le divorcement,Le divorcement,0,1979,120,Drama
tt0079060,movie,Dizengoff 99,Dizengoff 99,0,1979,110,"Comedy,Drama,Romance"
tt0079062,movie,Dolphin,Dolphin,0,1979,58,Documentary
tt0079063,movie,Don Giovanni,Don Giovanni,0,1979,176,"Drama,Music"
tt0079065,movie,A Woman in the Night,Una donna di notte,0,1979,90,Thriller
tt0079067,movie,Istintaq,Istintaq,0,1979,91,"Crime,Drama"
